subcolony,region,site,sugar,octopamine,treatment,phase,day,temperature,initial_for,n_0,n_10,n_20,n_30,n_40,n_50,n_60,cov_0,cov_10,cov_20,cov_30,cov_40,cov_50,cov_60,time_top,sug_0,sug_10,sug_20,sug_30,sug_40,sug_50,sug_60
23,AR,VLO,low,yes,OA_low_sugar,treatment,6,23.3,30,0,0,5,5,13,15,9,0,0,3,1,4,2,3,20,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,6,23.3,21,0,0,5,4,2,2,1,0,0,0,2,0,0,0,61,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,6,23.3,55,0,4,6,13,10,10,15,0,3,3,3,4,4,4,10,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,6,23.3,33,0,1,10,8,9,10,3,0,0,1,0,1,1,0,20,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,6,23.3,17,0,4,17,9,8,18,10,0,1,2,1,3,4,3,50,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,6,23.3,59,0,6,8,17,12,9,13,0,3,3,3,2,2,3,20,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,6,23.3,65,0,10,36,23,29,26,24,0,3,6,6,8,5,6,20,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,6,23.3,33,0,7,11,13,14,19,13,0,2,4,5,2,4,5,30,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,6,23.3,18,0,2,3,8,8,5,6,0,1,2,3,1,1,1,10,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,6,23.3,140,0,7,15,13,10,17,19,0,3,3,3,2,7,2,10,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,7,22.8,58,0,23,24,11,23,12,14,0,4,5,1,2,4,4,10,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,7,22.8,83,0,8,12,12,32,15,18,0,1,4,5,6,7,6,30,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,7,22.8,73,0,6,7,7,10,5,6,0,3,3,2,2,3,2,10,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,7,22.8,46,0,1,7,5,9,0,1,0,0,2,1,3,0,0,61,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,7,22.8,23,0,1,6,8,6,9,7,0,0,0,3,1,4,1,30,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,7,22.8,139,0,15,31,52,38,39,48,0,3,7,9,4,8,6,10,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,7,22.8,42,0,13,23,34,24,20,26,0,3,6,7,9,3,8,30,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,7,22.8,24,0,7,20,26,16,19,13,0,1,5,7,5,3,5,30,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,7,22.8,40,0,7,18,10,17,25,13,0,2,4,2,4,5,5,20,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,7,22.8,45,0,21,25,42,23,41,20,0,6,3,8,5,8,7,10,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,7,22.8,19,0,2,11,12,15,24,9,0,1,3,1,1,4,1,50,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,7,22.8,65,0,8,18,11,28,22,18,0,1,4,5,8,4,6,10,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,7,22.8,60,0,13,20,27,15,19,16,0,4,8,8,3,5,3,10,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,7,22.8,32,0,9,7,10,9,5,3,0,2,2,3,3,2,2,61,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,7,22.8,22,0,17,13,24,15,14,14,0,4,3,5,4,5,6,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,7,22.8,55,0,15,19,13,11,9,8,0,2,2,1,3,2,4,30,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,7,22.8,21,0,5,6,9,2,10,6,0,0,3,2,1,4,2,50,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,7,22.8,69,0,3,15,18,18,14,17,0,0,2,4,3,4,4,30,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,7,22.8,44,0,3,18,13,16,15,17,0,1,7,2,6,4,7,20,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,7,22.8,23,0,1,8,7,7,5,8,0,0,2,2,2,0,3,20,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,7,22.8,44,0,15,19,15,19,20,31,0,5,5,6,6,5,7,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,7,22.8,46,0,2,4,4,6,8,8,0,0,1,2,1,0,3,61,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,7,22.8,74,0,5,18,19,16,8,20,0,3,7,6,6,3,5,10,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,7,22.8,28,0,1,4,4,0,2,10,0,0,1,1,0,0,2,20,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,7,22.8,96,0,9,21,22,21,20,22,0,2,5,5,6,7,6,10,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,7,22.8,26,0,1,5,4,6,2,8,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,7,22.8,17,0,16,39,13,21,15,22,0,3,5,5,4,6,8,20,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,7,22.8,61,0,3,17,19,3,15,16,0,1,4,3,2,7,5,20,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,7,22.8,94,0,25,56,81,54,58,43,0,4,7,8,11,10,10,30,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,7,22.8,31,0,8,14,20,21,17,27,0,2,3,3,5,5,4,20,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,7,22.8,15,0,10,9,7,7,7,8,0,2,2,3,2,2,3,50,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,7,22.8,118,0,13,23,26,21,31,19,0,2,6,3,7,7,5,40,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,8,23.5,69,0,18,18,12,11,13,12,0,2,6,2,3,4,3,20,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,8,23.5,53,0,13,10,14,20,9,19,0,3,2,3,7,2,5,30,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,8,23.5,39,0,6,5,7,6,5,4,0,3,1,2,2,2,2,30,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,8,23.5,22,0,6,4,8,9,9,3,0,1,1,2,3,2,0,20,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,8,23.5,32,0,2,2,3,9,2,6,0,1,1,1,4,0,3,30,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,8,23.5,176,0,30,44,42,32,37,33,0,5,8,10,8,6,7,10,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,8,23.5,67,0,7,16,21,15,17,12,0,2,5,3,5,5,3,30,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,8,23.5,37,0,22,37,40,25,24,30,0,3,6,5,8,6,8,20,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,8,23.5,56,0,9,19,18,14,11,13,0,2,3,4,7,3,4,40,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,8,23.5,107,0,32,23,24,33,23,22,0,4,5,6,9,5,5,10,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,8,23.5,38,0,4,7,3,3,4,2,0,0,2,1,1,2,0,40,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,8,23.5,106,0,16,17,18,20,11,14,0,3,3,3,6,4,3,20,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,8,23.5,72,0,9,19,31,18,26,18,0,3,6,5,5,7,6,20,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,8,23.5,54,0,15,14,16,13,12,9,0,4,2,5,3,4,3,10,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,8,23.5,35,0,16,18,19,12,15,12,0,5,2,5,4,5,7,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,8,23.5,97,0,13,20,24,11,8,6,0,1,3,5,2,2,3,30,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,8,23.5,19,0,4,4,5,9,8,7,0,1,2,0,3,3,0,20,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,8,23.5,41,0,3,6,10,17,8,9,0,0,1,6,6,1,3,30,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,8,23.5,49,0,10,34,23,21,27,17,0,3,5,5,6,6,4,10,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,8,23.5,28,0,4,7,6,12,7,3,0,1,1,3,1,2,0,50,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,8,23.5,51,0,28,23,33,29,28,26,0,6,7,6,7,6,9,20,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,8,23.5,44,0,1,6,6,5,9,4,0,1,0,2,0,1,1,50,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,8,23.5,80,0,9,25,22,21,25,17,0,5,6,4,6,7,6,20,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,8,23.5,29,0,1,2,7,2,1,2,0,1,0,1,1,0,1,61,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,8,23.5,63,0,18,17,15,15,15,14,0,6,4,4,5,4,6,10,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,8,23.5,24,0,7,2,6,2,4,2,0,2,0,1,0,1,0,30,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,8,23.5,32,0,14,26,18,25,15,15,0,3,4,3,6,5,5,30,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,8,23.5,76,0,10,8,8,10,6,7,0,2,1,1,3,1,1,10,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,8,23.5,69,0,19,22,31,30,28,21,0,3,5,8,7,8,9,10,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,8,23.5,39,0,6,7,15,17,13,5,0,2,2,4,2,4,2,10,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,8,23.5,27,0,1,19,30,14,17,15,0,0,6,5,3,4,5,20,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,8,23.5,116,0,17,13,18,18,14,10,0,5,4,4,3,3,4,20,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,9,24,58,0,10,15,12,9,9,12,0,3,4,3,4,3,3,10,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,9,24,95,0,2,7,6,8,7,8,0,0,0,3,4,2,1,60,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,9,24,86,0,8,4,7,2,6,5,0,3,0,1,1,2,1,30,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,9,24,39,0,15,8,10,8,12,5,0,4,1,1,2,2,0,10,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,9,24,37,0,5,3,3,4,2,4,0,1,1,0,1,1,1,61,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,9,24,176,0,23,41,39,21,24,26,0,5,7,6,4,2,6,10,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,9,24,63,0,16,12,19,20,13,9,0,6,3,3,5,5,2,10,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,9,24,71,0,18,23,28,23,19,11,0,6,4,5,4,7,3,10,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,9,24,44,0,13,17,26,28,20,18,0,2,5,6,5,4,6,20,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,9,24,73,0,19,25,24,21,14,15,0,4,3,6,2,1,3,10,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,9,24,35,0,1,4,4,4,2,10,0,0,2,1,2,1,3,20,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,9,24,111,0,10,21,14,21,14,12,0,3,5,4,8,2,3,20,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,9,24,84,0,12,17,26,26,15,9,0,4,3,6,6,4,2,10,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,9,24,54,0,12,23,17,20,12,6,0,2,4,4,5,3,1,20,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,9,24,57,0,4,14,14,19,18,18,0,1,4,4,4,5,3,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,9,24,70,0,6,10,6,11,16,14,0,1,2,0,2,2,2,40,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,9,24,32,0,14,22,17,11,13,18,0,1,5,5,3,4,6,20,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,9,24,66,0,1,9,11,6,8,7,0,0,1,2,1,1,3,61,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,9,24,68,0,13,55,46,26,37,39,0,4,9,10,4,9,6,20,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,9,24,24,0,8,11,10,17,23,29,0,1,3,5,4,5,8,10,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,9,24,76,0,31,66,80,58,48,35,0,6,8,10,11,9,9,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,9,24,48,0,1,10,4,10,4,5,0,1,2,1,0,0,1,20,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,9,24,66,0,7,27,22,26,16,25,0,1,4,5,5,6,6,30,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,9,24,39,0,2,5,4,5,3,0,0,0,1,0,0,1,0,61,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,9,24,76,0,13,20,24,19,26,15,0,4,3,7,5,6,4,10,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,9,24,31,0,2,3,5,2,5,4,0,1,0,1,0,1,1,10,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,9,24,48,0,56,49,32,27,28,26,0,5,8,9,6,9,4,10,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,9,24,106,0,6,5,13,12,10,15,0,2,1,1,4,4,4,40,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,9,24,96,0,16,40,46,38,28,35,0,3,9,7,10,8,6,10,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,9,24,29,0,6,3,10,21,11,15,0,2,0,3,2,4,2,10,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,9,24,54,0,30,38,31,37,21,21,0,4,6,5,8,8,8,20,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,9,24,112,0,6,17,9,16,15,13,0,2,4,4,4,4,3,30,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,10,23.6,67,0,17,30,27,20,13,19,0,2,4,4,4,6,3,10,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,10,23.6,116,0,6,29,25,16,22,19,0,2,5,6,4,5,7,20,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,10,23.6,76,0,6,13,8,5,3,1,0,2,4,1,1,3,0,40,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,10,23.6,25,0,7,6,11,3,11,4,0,1,2,3,1,4,1,10,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,10,23.6,37,0,0,3,12,6,5,2,0,0,0,0,1,3,1,40,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,10,23.6,215,0,9,18,29,21,20,16,0,2,3,8,4,3,5,10,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,10,23.6,74,0,12,22,33,21,19,11,0,3,4,6,6,6,5,10,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,10,23.6,76,0,9,18,13,14,7,8,0,2,4,4,3,3,4,30,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,10,23.6,76,0,7,17,12,15,12,8,0,1,6,4,7,5,5,20,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,10,23.6,57,0,14,20,19,18,16,5,0,3,4,4,4,5,3,20,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,10,23.6,47,0,5,9,11,10,8,6,0,0,2,2,4,2,1,30,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,10,23.6,136,0,0,13,14,14,12,6,0,0,2,4,4,5,2,20,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,10,23.6,86,0,28,37,30,39,29,23,0,5,7,6,9,8,5,50,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,10,23.6,83,0,26,27,21,22,13,14,0,4,4,7,5,7,5,10,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,10,23.6,55,0,14,21,22,15,15,20,0,4,6,5,6,5,6,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,10,23.6,88,0,5,22,18,17,10,14,0,0,3,3,3,4,3,40,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,10,23.6,34,0,9,7,13,11,15,10,0,4,1,3,3,4,3,40,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,10,23.6,80,0,6,5,17,12,11,8,0,1,2,3,2,2,0,20,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,10,23.6,49,0,12,16,39,24,22,21,0,5,1,10,6,8,6,30,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,10,23.6,37,0,3,13,9,11,17,13,0,1,1,3,4,3,3,10,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,10,23.6,120,0,35,44,52,31,38,22,0,5,8,9,7,7,8,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,10,23.6,55,0,1,7,3,7,4,3,0,1,2,2,3,2,2,30,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,10,23.6,65,0,4,8,13,15,15,18,0,1,3,6,3,5,5,10,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,10,23.6,35,0,3,6,0,2,4,3,0,1,1,0,0,0,1,60,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,10,23.6,77,0,8,17,27,13,13,10,0,2,5,4,5,8,6,40,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,10,23.6,28,0,2,5,6,10,6,6,0,0,0,1,2,2,1,50,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,10,23.6,57,0,25,33,37,34,21,23,0,4,5,8,7,8,7,10,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,10,23.6,67,0,2,13,18,11,9,9,0,0,2,2,3,6,2,30,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,10,23.6,100,0,29,43,35,38,28,19,0,6,6,10,8,7,6,10,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,10,23.6,53,0,10,11,17,19,16,28,0,1,5,3,4,6,4,30,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,10,23.6,51,0,22,24,29,21,19,25,0,4,7,11,7,4,7,20,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,10,23.6,131,0,10,12,8,11,9,20,0,1,2,2,2,4,3,20,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,11,24,62,0,10,8,9,8,7,8,0,4,3,2,2,2,4,10,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,11,24,127,0,13,29,30,30,12,12,0,5,7,5,7,4,3,10,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,11,24,79,0,2,4,11,6,7,8,0,1,1,2,2,2,2,40,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,11,24,28,0,6,5,6,4,6,6,0,2,1,2,1,4,1,10,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,11,24,42,0,2,5,13,14,9,6,0,2,2,3,3,2,2,10,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,11,24,194,0,15,38,44,42,36,19,0,4,8,6,8,8,5,20,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,11,24,71,0,6,30,26,33,26,24,0,2,8,7,7,7,8,20,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,11,24,55,0,12,29,17,16,21,18,0,2,6,5,2,9,4,10,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,11,24,67,0,7,16,18,16,19,15,0,0,7,6,5,7,4,20,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,11,24,58,0,12,25,21,14,15,17,0,2,3,7,3,5,6,20,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,11,24,27,0,3,7,7,15,8,6,0,0,2,1,3,1,2,20,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,11,24,108,0,11,26,22,22,30,19,0,4,6,6,7,8,6,10,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,11,24,115,0,21,45,47,30,31,24,0,3,2,10,7,9,8,10,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,11,24,76,0,18,27,23,19,20,11,0,3,7,5,6,7,4,40,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,11,24,53,0,10,16,11,12,6,14,0,3,3,2,3,3,6,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,11,24,88,0,14,20,27,15,10,11,0,5,3,6,4,5,3,30,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,11,24,26,0,10,22,18,12,11,13,0,3,4,5,6,5,3,10,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,11,24,80,0,7,12,11,22,10,11,0,1,3,4,6,5,2,50,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,11,24,65,0,15,46,41,26,18,24,0,2,8,8,5,3,8,40,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,11,24,19,0,7,16,14,21,29,16,0,1,3,4,4,4,5,10,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,11,24,100,0,27,52,36,43,43,30,0,7,6,6,8,9,7,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,11,24,52,0,1,6,7,6,5,5,0,0,0,2,2,1,1,30,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,11,24,79,0,20,60,59,42,50,23,0,5,9,9,10,10,5,20,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,11,24,23,0,2,8,4,6,4,6,0,1,0,0,2,0,2,40,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,11,24,106,0,19,55,49,33,39,23,0,3,10,8,7,7,7,10,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,11,24,28,0,4,8,11,7,10,6,0,1,1,1,3,3,0,20,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,11,24,55,0,28,50,40,25,40,36,0,4,8,6,7,9,10,10,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,11,24,76,0,9,12,17,14,16,10,0,1,3,5,4,5,1,20,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,11,24,108,0,23,57,56,23,28,21,0,4,10,10,9,8,6,10,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,11,24,51,0,7,15,8,17,15,17,0,3,4,1,4,3,4,10,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,11,24,78,0,22,21,39,27,23,17,0,3,4,7,7,9,6,10,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,11,24,125,0,21,15,13,14,11,10,0,4,4,5,5,3,4,30,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,12,23.8,63,0,7,11,10,13,18,12,0,1,4,1,3,5,4,20,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,12,23.8,150,0,14,25,23,17,13,14,0,4,7,5,6,2,3,20,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,12,23.8,48,0,8,10,12,6,4,6,0,1,3,6,2,1,2,10,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,12,23.8,20,0,1,5,10,6,8,2,0,1,2,2,1,3,1,10,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,12,23.8,39,0,0,1,1,8,7,8,0,0,1,1,3,1,4,40,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,12,23.8,193,0,8,24,23,29,34,22,0,3,8,6,8,9,6,10,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,12,23.8,90,0,10,22,32,21,27,9,0,3,7,8,5,8,2,10,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,12,23.8,75,0,18,21,15,18,21,12,0,4,9,4,7,8,4,10,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,12,23.8,68,0,6,7,13,18,11,7,0,1,3,2,5,4,2,30,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,12,23.8,45,0,10,14,19,11,13,11,0,2,3,5,5,5,4,10,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,12,23.8,54,0,5,7,6,6,5,4,0,1,1,0,2,2,2,50,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,12,23.8,102,0,7,14,12,12,15,13,0,3,4,4,3,8,7,50,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,12,23.8,135,0,35,55,59,53,53,45,0,6,8,10,10,10,7,10,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,12,23.8,75,0,45,31,37,16,18,11,0,7,7,8,6,7,4,20,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,12,23.8,55,0,17,19,21,9,14,11,0,2,5,6,3,5,3,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,12,23.8,88,0,14,17,21,14,7,11,0,2,4,4,4,3,4,10,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,12,23.8,47,0,11,8,19,28,9,7,0,2,4,2,5,3,2,20,0,0,0,0,0,0,0
